Time,Filename,Stage
2012-06-15 09:45:00,StateLineWeir_20120615_Farrell_143.jpg,3.06
2012-06-15 10:45:00,StateLineWeir_20120615_Farrell_144.jpg,3.07
2012-06-15 11:45:00,StateLineWeir_20120615_Farrell_145.jpg,3.04
2012-06-15 12:45:00,StateLineWeir_20120615_Farrell_146.jpg,3.06
2012-06-15 13:45:00,StateLineWeir_20120615_Farrell_147.jpg,3.09
2012-06-15 15:00:00,StateLineWeir_20120615_Farrell_148.jpg,3.09
2012-06-15 16:00:00,StateLineWeir_20120615_Farrell_149.jpg,3.06
2012-06-15 17:00:00,StateLineWeir_20120615_Farrell_150.jpg,3.07
2012-06-15 18:00:00,StateLineWeir_20120615_Farrell_151.jpg,3.11
2012-06-15 19:00:00,StateLineWeir_20120615_Farrell_152.jpg,3.09
2012-06-15 20:00:00,StateLineWeir_20120615_Farrell_153.jpg,3.07
2012-06-15 21:00:00,StateLineWeir_20120615_Farrell_154.jpg,3.09
2012-06-16 06:00:00,StateLineWeir_20120616_Farrell_163.jpg,3.12
2012-06-16 07:00:00,StateLineWeir_20120616_Farrell_164.jpg,3.09
2012-06-16 08:00:00,StateLineWeir_20120616_Farrell_165.jpg,3.09
2012-06-16 09:00:00,StateLineWeir_20120616_Farrell_166.jpg,3.1
2012-06-16 10:00:00,StateLineWeir_20120616_Farrell_167.jpg,3.12
2012-06-16 11:00:00,StateLineWeir_20120616_Farrell_168.jpg,3.11
2012-06-16 12:00:00,StateLineWeir_20120616_Farrell_169.jpg,3.09
2012-06-16 13:00:00,StateLineWeir_20120616_Farrell_170.jpg,3.09
2012-06-16 14:00:00,StateLineWeir_20120616_Farrell_171.jpg,3.12
2012-06-16 15:00:00,StateLineWeir_20120616_Farrell_172.jpg,3.12
2012-06-16 16:00:00,StateLineWeir_20120616_Farrell_173.jpg,3.1
2012-06-16 17:00:00,StateLineWeir_20120616_Farrell_174.jpg,3.1
2012-06-16 18:00:00,StateLineWeir_20120616_Farrell_175.jpg,3.12
2012-06-16 19:00:00,StateLineWeir_20120616_Farrell_176.jpg,3.13
2012-06-16 20:00:00,StateLineWeir_20120616_Farrell_177.jpg,3.09
2012-06-16 21:00:00,StateLineWeir_20120616_Farrell_178.jpg,3.1
2012-06-17 06:15:00,StateLineWeir_20120617_Farrell_187.jpg,3.13
2012-06-17 07:15:00,StateLineWeir_20120617_Farrell_188.jpg,3.13
2012-06-17 08:15:00,StateLineWeir_20120617_Farrell_189.jpg,3.12
2012-06-17 09:15:00,StateLineWeir_20120617_Farrell_190.jpg,3.12
2012-06-17 10:15:00,StateLineWeir_20120617_Farrell_191.jpg,3.13
2012-06-17 11:15:00,StateLineWeir_20120617_Farrell_192.jpg,3.12
2012-06-17 12:15:00,StateLineWeir_20120617_Farrell_193.jpg,3.12
2012-06-17 13:15:00,StateLineWeir_20120617_Farrell_194.jpg,3.13
2012-06-17 14:15:00,StateLineWeir_20120617_Farrell_195.jpg,3.13
2012-06-17 15:15:00,StateLineWeir_20120617_Farrell_196.jpg,3.13
2012-06-17 16:15:00,StateLineWeir_20120617_Farrell_197.jpg,3.13
2012-06-17 17:15:00,StateLineWeir_20120617_Farrell_198.jpg,3.12
2012-06-17 18:15:00,StateLineWeir_20120617_Farrell_199.jpg,3.12
2012-06-17 19:15:00,StateLineWeir_20120617_Farrell_200.jpg,3.12
2012-06-17 20:15:00,StateLineWeir_20120617_Farrell_201.jpg,3.12
2012-06-17 21:15:00,StateLineWeir_20120617_Farrell_202.jpg,3.13
2012-06-18 06:30:00,StateLineWeir_20120618_Farrell_211.jpg,3.12
2012-06-18 07:30:00,StateLineWeir_20120618_Farrell_212.jpg,3.12
2012-06-18 08:30:00,StateLineWeir_20120618_Farrell_213.jpg,3.12
2012-06-18 09:30:00,StateLineWeir_20120618_Farrell_214.jpg,3.13
2012-06-18 10:30:00,StateLineWeir_20120618_Farrell_215.jpg,3.12
2012-06-18 11:30:00,StateLineWeir_20120618_Farrell_216.jpg,3.13
2012-06-18 12:30:00,StateLineWeir_20120618_Farrell_217.jpg,3.13
2012-06-18 13:30:00,StateLineWeir_20120618_Farrell_218.jpg,3.12
2012-06-18 14:30:00,StateLineWeir_20120618_Farrell_219.jpg,3.13
2012-06-18 15:30:00,StateLineWeir_20120618_Farrell_220.jpg,3.13
2012-06-18 16:30:00,StateLineWeir_20120618_Farrell_221.jpg,3.13
2012-06-18 17:30:00,StateLineWeir_20120618_Farrell_222.jpg,3.13
2012-06-18 18:30:00,StateLineWeir_20120618_Farrell_223.jpg,3.12
2012-06-18 19:30:00,StateLineWeir_20120618_Farrell_224.jpg,3.12
2012-06-18 20:30:00,StateLineWeir_20120618_Farrell_225.jpg,3.13
2012-06-18 21:30:00,StateLineWeir_20120618_Farrell_226.jpg,3.12
2012-06-19 06:30:00,StateLineWeir_20120619_Farrell_235.jpg,3.13
2012-06-19 07:30:00,StateLineWeir_20120619_Farrell_236.jpg,3.12
2012-06-19 08:30:00,StateLineWeir_20120619_Farrell_237.jpg,3.12
2012-06-19 09:30:00,StateLineWeir_20120619_Farrell_238.jpg,3.12
2012-06-19 10:30:00,StateLineWeir_20120619_Farrell_239.jpg,3.13
2012-06-19 11:30:00,StateLineWeir_20120619_Farrell_240.jpg,3.13
2012-06-19 12:45:00,StateLineWeir_20120619_Farrell_241.jpg,3.14
2012-06-19 13:45:00,StateLineWeir_20120619_Farrell_242.jpg,3.15
2012-06-19 14:45:00,StateLineWeir_20120619_Farrell_243.jpg,3.16
2012-06-20 08:00:00,StateLineWeir_20120620_Farrell_248.jpg,3.22
2012-06-20 09:00:00,StateLineWeir_20120620_Farrell_249.jpg,3.22
2012-06-20 10:00:00,StateLineWeir_20120620_Farrell_250.jpg,3.22
2012-06-20 11:00:00,StateLineWeir_20120620_Farrell_251.jpg,3.22
2012-06-20 12:00:00,StateLineWeir_20120620_Farrell_252.jpg,3.21
2012-06-20 13:00:00,StateLineWeir_20120620_Farrell_253.jpg,3.21
2012-06-20 14:00:00,StateLineWeir_20120620_Farrell_254.jpg,3.2
2012-06-20 15:00:00,StateLineWeir_20120620_Farrell_255.jpg,3.2
2012-06-20 16:00:00,StateLineWeir_20120620_Farrell_256.jpg,3.2
2012-06-20 17:00:00,StateLineWeir_20120620_Farrell_257.jpg,3.2
2012-06-20 18:00:00,StateLineWeir_20120620_Farrell_258.jpg,3.2
2012-06-20 19:00:00,StateLineWeir_20120620_Farrell_259.jpg,3.2
2012-06-20 20:00:00,StateLineWeir_20120620_Farrell_260.jpg,3.16
2012-06-21 07:30:00,StateLineWeir_20120621_Farrell_270.jpg,3.19
2012-06-21 08:30:00,StateLineWeir_20120621_Farrell_271.jpg,3.2
2012-06-21 09:30:00,StateLineWeir_20120621_Farrell_272.jpg,3.2
2012-06-21 10:30:00,StateLineWeir_20120621_Farrell_273.jpg,3.2
2012-06-21 11:30:00,StateLineWeir_20120621_Farrell_274.jpg,3.2
2012-06-21 12:30:00,StateLineWeir_20120621_Farrell_275.jpg,3.2
2012-06-21 13:30:00,StateLineWeir_20120621_Farrell_276.jpg,3.21
2012-06-21 14:30:00,StateLineWeir_20120621_Farrell_277.jpg,3.21
2012-06-21 15:30:00,StateLineWeir_20120621_Farrell_278.jpg,3.22
2012-06-21 16:30:00,StateLineWeir_20120621_Farrell_279.jpg,3.24
2012-06-21 17:30:00,StateLineWeir_20120621_Farrell_280.jpg,3.24
2012-06-21 18:30:00,StateLineWeir_20120621_Farrell_281.jpg,3.24
2012-06-21 19:30:00,StateLineWeir_20120621_Farrell_282.jpg,3.24
2012-06-21 20:30:00,StateLineWeir_20120621_Farrell_283.jpg,3.25
2012-06-21 21:30:00,StateLineWeir_20120621_Farrell_284.jpg,3.23
2012-06-22 06:30:00,StateLineWeir_20120622_Farrell_293.jpg,3.24
2012-06-22 07:30:00,StateLineWeir_20120622_Farrell_294.jpg,3.19
2012-06-22 08:30:00,StateLineWeir_20120622_Farrell_295.jpg,3.19
2012-06-22 09:45:00,StateLineWeir_20120622_Farrell_296.jpg,3.19
2012-06-22 10:45:00,StateLineWeir_20120622_Farrell_297.jpg,3.19
2012-06-22 11:45:00,StateLineWeir_20120622_Farrell_298.jpg,3.19
2012-06-22 12:45:00,StateLineWeir_20120622_Farrell_299.jpg,3.2
2012-06-22 13:45:00,StateLineWeir_20120622_Farrell_300.jpg,3.2
2012-06-22 14:45:00,StateLineWeir_20120622_Farrell_301.jpg,3.2
2012-06-22 15:45:00,StateLineWeir_20120622_Farrell_302.jpg,3.2
2012-06-22 16:45:00,StateLineWeir_20120622_Farrell_303.jpg,3.21
2012-06-22 17:45:00,StateLineWeir_20120622_Farrell_304.jpg,3.23
2012-06-22 18:45:00,StateLineWeir_20120622_Farrell_305.jpg,3.21
2012-06-22 19:45:00,StateLineWeir_20120622_Farrell_306.jpg,3.2
2012-06-22 20:45:00,StateLineWeir_20120622_Farrell_307.jpg,3.21
2012-06-22 21:45:00,StateLineWeir_20120622_Farrell_308.jpg,3.21
2012-06-23 06:45:00,StateLineWeir_20120623_Farrell_317.jpg,3.23
2012-06-23 07:45:00,StateLineWeir_20120623_Farrell_318.jpg,3.21
2012-06-23 08:45:00,StateLineWeir_20120623_Farrell_319.jpg,3.23
2012-06-23 09:45:00,StateLineWeir_20120623_Farrell_320.jpg,3.25
2012-06-23 10:45:00,StateLineWeir_20120623_Farrell_321.jpg,3.25
2012-06-23 11:45:00,StateLineWeir_20120623_Farrell_322.jpg,3.25
2012-06-23 12:45:00,StateLineWeir_20120623_Farrell_323.jpg,3.26
2012-06-23 21:00:00,StateLineWeir_20120623_Farrell_324.jpg,3.25
2012-06-23 22:00:00,StateLineWeir_20120623_Farrell_325.jpg,3.24
2012-06-24 06:00:00,StateLineWeir_20120624_Farrell_333.jpg,3.25
2012-06-24 07:00:00,StateLineWeir_20120624_Farrell_334.jpg,3.24
2012-06-24 08:00:00,StateLineWeir_20120624_Farrell_335.jpg,3.25
2012-06-24 09:00:00,StateLineWeir_20120624_Farrell_336.jpg,3.25
2012-06-24 10:00:00,StateLineWeir_20120624_Farrell_337.jpg,3.25
2012-06-24 11:00:00,StateLineWeir_20120624_Farrell_338.jpg,3.25
2012-06-24 12:00:00,StateLineWeir_20120624_Farrell_339.jpg,3.25
2012-06-24 13:00:00,StateLineWeir_20120624_Farrell_340.jpg,3.25
2012-06-24 14:00:00,StateLineWeir_20120624_Farrell_341.jpg,3.25
2012-06-24 15:00:00,StateLineWeir_20120624_Farrell_342.jpg,3.24
2012-06-24 16:00:00,StateLineWeir_20120624_Farrell_343.jpg,3.24
2012-06-24 19:45:00,StateLineWeir_20120624_Farrell_344.jpg,3.24
2012-06-24 20:45:00,StateLineWeir_20120624_Farrell_345.jpg,3.25
2012-06-24 21:45:00,StateLineWeir_20120624_Farrell_346.jpg,3.25
2012-06-25 05:45:00,StateLineWeir_20120625_Farrell_354.jpg,3.24
2012-06-25 06:45:00,StateLineWeir_20120625_Farrell_355.jpg,3.24
2012-06-25 08:00:00,StateLineWeir_20120625_Farrell_356.jpg,3.26
2012-06-25 09:00:00,StateLineWeir_20120625_Farrell_357.jpg,3.26
2012-06-25 10:00:00,StateLineWeir_20120625_Farrell_358.jpg,3.25
2012-06-25 11:00:00,StateLineWeir_20120625_Farrell_359.jpg,3.25
2012-06-25 12:00:00,StateLineWeir_20120625_Farrell_360.jpg,3.25
2012-06-25 13:00:00,StateLineWeir_20120625_Farrell_361.jpg,3.25
2012-06-25 14:00:00,StateLineWeir_20120625_Farrell_362.jpg,3.25
2012-06-25 15:00:00,StateLineWeir_20120625_Farrell_363.jpg,3.26
2012-06-25 16:00:00,StateLineWeir_20120625_Farrell_364.jpg,3.26
2012-06-25 17:00:00,StateLineWeir_20120625_Farrell_365.jpg,3.27
2012-06-25 18:00:00,StateLineWeir_20120625_Farrell_366.jpg,3.27
2012-06-25 19:00:00,StateLineWeir_20120625_Farrell_367.jpg,3.28
2012-06-25 20:00:00,StateLineWeir_20120625_Farrell_368.jpg,3.27
2012-06-25 21:00:00,StateLineWeir_20120625_Farrell_369.jpg,3.27
2012-06-26 06:15:00,StateLineWeir_20120626_Farrell_373.jpg,3.26
2012-06-26 07:15:00,StateLineWeir_20120626_Farrell_374.jpg,3.27
2012-06-26 09:15:00,StateLineWeir_20120626_Farrell_376.jpg,3.27
2012-06-26 10:15:00,StateLineWeir_20120626_Farrell_377.jpg,3.27
2012-06-26 11:15:00,StateLineWeir_20120626_Farrell_378.jpg,3.28
2012-06-26 12:15:00,StateLineWeir_20120626_Farrell_379.jpg,3.28
2012-06-26 13:15:00,StateLineWeir_20120626_Farrell_380.jpg,3.29
2012-06-26 14:15:00,StateLineWeir_20120626_Farrell_381.jpg,3.28
2012-06-26 15:15:00,StateLineWeir_20120626_Farrell_382.jpg,3.28
2012-06-26 16:15:00,StateLineWeir_20120626_Farrell_383.jpg,3.27
2012-06-27 06:00:00,StateLineWeir_20120627_Farrell_390.jpg,3.27
2012-06-27 07:00:00,StateLineWeir_20120627_Farrell_391.jpg,3.27
2012-06-27 08:00:00,StateLineWeir_20120627_Farrell_392.jpg,3.29
2012-06-27 09:00:00,StateLineWeir_20120627_Farrell_393.jpg,3.3
2012-06-27 10:00:00,StateLineWeir_20120627_Farrell_394.jpg,3.3
2012-06-27 11:00:00,StateLineWeir_20120627_Farrell_395.jpg,3.3
2012-06-27 12:00:00,StateLineWeir_20120627_Farrell_396.jpg,3.3
2012-06-27 13:00:00,StateLineWeir_20120627_Farrell_397.jpg,3.3
2012-06-27 14:00:00,StateLineWeir_20120627_Farrell_398.jpg,3.3
2012-06-27 21:00:00,StateLineWeir_20120627_Farrell_399.jpg,3.32
2012-06-28 07:00:00,StateLineWeir_20120628_Farrell_409.jpg,3.36
2012-06-28 08:00:00,StateLineWeir_20120628_Farrell_410.jpg,3.34
2012-06-28 09:00:00,StateLineWeir_20120628_Farrell_411.jpg,3.35
2012-06-28 10:00:00,StateLineWeir_20120628_Farrell_412.jpg,3.35
2012-06-28 11:00:00,StateLineWeir_20120628_Farrell_413.jpg,3.35
2012-06-28 12:00:00,StateLineWeir_20120628_Farrell_414.jpg,3.36
2012-06-28 13:00:00,StateLineWeir_20120628_Farrell_415.jpg,3.36
2012-06-29 06:30:00,StateLineWeir_20120629_Farrell_423.jpg,3.36
2012-06-29 07:30:00,StateLineWeir_20120629_Farrell_424.jpg,3.36
2012-06-29 08:30:00,StateLineWeir_20120629_Farrell_425.jpg,3.37
2012-06-29 09:45:00,StateLineWeir_20120629_Farrell_426.jpg,3.35
2012-06-29 10:45:00,StateLineWeir_20120629_Farrell_427.jpg,3.33
2012-06-29 11:45:00,StateLineWeir_20120629_Farrell_428.jpg,3.34
2012-06-29 12:45:00,StateLineWeir_20120629_Farrell_429.jpg,3.34
2012-06-29 13:45:00,StateLineWeir_20120629_Farrell_430.jpg,3.35
2012-06-29 14:45:00,StateLineWeir_20120629_Farrell_431.jpg,3.35
2012-06-29 15:45:00,StateLineWeir_20120629_Farrell_432.jpg,3.36
2012-06-29 16:45:00,StateLineWeir_20120629_Farrell_433.jpg,3.36
2012-06-29 17:45:00,StateLineWeir_20120629_Farrell_434.jpg,3.36
2012-06-29 18:45:00,StateLineWeir_20120629_Farrell_435.jpg,3.36
2012-06-29 19:45:00,StateLineWeir_20120629_Farrell_436.jpg,3.36
2012-06-29 20:45:00,StateLineWeir_20120629_Farrell_437.jpg,3.36
2012-06-29 21:45:00,StateLineWeir_20120629_Farrell_438.jpg,3.37
2012-06-30 08:30:00,StateLineWeir_20120630_Farrell_444.jpg,3.39
2012-06-30 09:30:00,StateLineWeir_20120630_Farrell_445.jpg,3.39
2012-06-30 10:30:00,StateLineWeir_20120630_Farrell_446.jpg,3.4
2012-06-30 11:30:00,StateLineWeir_20120630_Farrell_447.jpg,3.4
2012-06-30 12:30:00,StateLineWeir_20120630_Farrell_448.jpg,3.39
2012-06-30 13:30:00,StateLineWeir_20120630_Farrell_449.jpg,3.4
2012-06-30 14:30:00,StateLineWeir_20120630_Farrell_450.jpg,3.41
2012-06-30 15:30:00,StateLineWeir_20120630_Farrell_451.jpg,3.41
2012-06-30 16:30:00,StateLineWeir_20120630_Farrell_452.jpg,3.41
2012-06-30 17:30:00,StateLineWeir_20120630_Farrell_453.jpg,3.4
2012-06-30 18:30:00,StateLineWeir_20120630_Farrell_454.jpg,3.38
2012-06-30 19:30:00,StateLineWeir_20120630_Farrell_455.jpg,3.38
2012-06-30 20:30:00,StateLineWeir_20120630_Farrell_456.jpg,3.39
2012-06-30 21:30:00,StateLineWeir_20120630_Farrell_457.jpg,3.38
2012-07-01 06:30:00,StateLineWeir_20120701_Farrell_466.jpg,3.38
2012-07-01 07:30:00,StateLineWeir_20120701_Farrell_467.jpg,3.39
2012-07-01 08:45:00,StateLineWeir_20120701_Farrell_468.jpg,3.39
2012-07-01 09:45:00,StateLineWeir_20120701_Farrell_469.jpg,3.39
2012-07-01 10:45:00,StateLineWeir_20120701_Farrell_470.jpg,3.39
2012-07-01 11:45:00,StateLineWeir_20120701_Farrell_471.jpg,3.39
2012-07-01 12:45:00,StateLineWeir_20120701_Farrell_472.jpg,3.4
2012-07-01 13:45:00,StateLineWeir_20120701_Farrell_473.jpg,3.4
2012-07-01 14:45:00,StateLineWeir_20120701_Farrell_474.jpg,3.4
2012-07-01 15:45:00,StateLineWeir_20120701_Farrell_475.jpg,3.4
2012-07-01 16:45:00,StateLineWeir_20120701_Farrell_476.jpg,3.4
2012-07-01 17:45:00,StateLineWeir_20120701_Farrell_477.jpg,3.4
2012-07-01 18:45:00,StateLineWeir_20120701_Farrell_478.jpg,3.38
2012-07-01 19:45:00,StateLineWeir_20120701_Farrell_479.jpg,3.38
2012-07-01 20:45:00,StateLineWeir_20120701_Farrell_480.jpg,3.38
2012-07-01 21:45:00,StateLineWeir_20120701_Farrell_481.jpg,3.38
2012-07-02 06:45:00,StateLineWeir_20120702_Farrell_490.jpg,3.37
2012-07-02 07:45:00,StateLineWeir_20120702_Farrell_491.jpg,3.37
2012-07-02 08:45:00,StateLineWeir_20120702_Farrell_492.jpg,3.38
2012-07-02 09:45:00,StateLineWeir_20120702_Farrell_493.jpg,3.38
2012-07-02 10:45:00,StateLineWeir_20120702_Farrell_494.jpg,3.38
2012-07-02 11:45:00,StateLineWeir_20120702_Farrell_495.jpg,3.37
2012-07-03 06:30:00,StateLineWeir_20120703_Farrell_504.jpg,3.34
2012-07-03 07:30:00,StateLineWeir_20120703_Farrell_505.jpg,3.34
2012-07-03 08:30:00,StateLineWeir_20120703_Farrell_506.jpg,3.34
2012-07-03 09:30:00,StateLineWeir_20120703_Farrell_507.jpg,3.34
2012-07-03 10:30:00,StateLineWeir_20120703_Farrell_508.jpg,3.34
2012-07-03 11:30:00,StateLineWeir_20120703_Farrell_509.jpg,3.34
2012-07-03 12:30:00,StateLineWeir_20120703_Farrell_510.jpg,3.34
2012-07-03 13:30:00,StateLineWeir_20120703_Farrell_511.jpg,3.34
2012-07-03 14:30:00,StateLineWeir_20120703_Farrell_512.jpg,3.34
2012-07-04 06:15:00,StateLineWeir_20120704_Farrell_520.jpg,3.35
2012-07-04 07:15:00,StateLineWeir_20120704_Farrell_521.jpg,3.36
2012-07-04 08:15:00,StateLineWeir_20120704_Farrell_522.jpg,3.36
2012-07-04 09:15:00,StateLineWeir_20120704_Farrell_523.jpg,3.36
2012-07-04 10:15:00,StateLineWeir_20120704_Farrell_524.jpg,3.36
2012-07-04 11:15:00,StateLineWeir_20120704_Farrell_525.jpg,3.35
2012-07-04 12:15:00,StateLineWeir_20120704_Farrell_526.jpg,3.36
2012-07-04 13:15:00,StateLineWeir_20120704_Farrell_527.jpg,3.35
2012-07-04 14:30:00,StateLineWeir_20120704_Farrell_528.jpg,3.35
2012-07-04 15:30:00,StateLineWeir_20120704_Farrell_529.jpg,3.34
2012-07-04 16:30:00,StateLineWeir_20120704_Farrell_530.jpg,3.35
2012-07-04 21:00:00,StateLineWeir_20120704_Farrell_531.jpg,3.33
2012-07-04 22:00:00,StateLineWeir_20120704_Farrell_532.jpg,3.34
